Incident_ID,Year,Quarter,School,City,State,Targets,Bullied,Domestic_Violence,Gang_Related,Preplanned
20210830FLOKW,2021,Fall,Okeeheelee Middle School,West Palm Beach,FL,null,0,0,0,0
20210830MDNEO,2021,Fall,New Town High School,Owings Mills,MD,Neither,0,0,unknown,0
20210830NJWEN,2021,Fall,West Side High School,Newark,NJ,Victims Targeted,0,0,unknown,0
20210828CASAS,2021,Fall,Santa Maria High School,Santa Maria,CA,null,0,0,unknown,0
20210827INHAH,2021,Fall,Hammond Central High School,Hammond,IN,Both,0,0,1,0
20210827VTEDB,2021,Fall,Edmunds Middle School,Burlington,VT,Neither,0,0,0,0
20210827KYAPO,2021,Fall,Apollo High School,Owensboro,KY,Victims Targeted,0,0,0,0
20210827PAACS,2021,Fall,Academy Park High School,Sharon Hill,PA,Random Shooting,0,0,0,0
20210827VAFRW,2021,Fall,Freedom High School,Woodbridge,VA,Both,0,0,0,0
20210826OHNOT,2021,Fall,Northpointe Academy Elementary School,Toledo,OH,Neither,0,0,0,0
20210826NYHAH,2021,Fall,Hauppauge Middle School,Hauppauge,NY,Both,0,0,0,0
20210826WAAKS,2021,Fall,Aki Kurose Middle School,Seattle,WA,Victims Targeted,0,0,0,0
20210822ILWER,2021,Fall,West Middle School,Rockford,IL,Victims Targeted,unknown,0,unknown,0
20210820NEMIO,2021,Fall,Miller Park Elementary,Omaha,NE,Victims Targeted,0,unknown,unknown,0
20210820CACEF,2021,Fall,Central High-Bullard High,Fresno,CA,Victims Targeted,0,0,1,0
20210818SCORO,2021,Fall,Orangeburg-Wilkinson High School,Orangeburg,SC,Both,unknown,0,unknown,0
20210817COYED,2021,Fall,Yeshiva Toras Chaim High School,Denver,CO,Victims Targeted,0,0,0,0
20210815VAROD,2021,Summer,Rosa Park Elementary School,Dale City,VA,Neither,0,0,unknown,0
20210814ILMAC,2021,Summer,Mary E. McDowell Elementary School,Chicago,IL,Victims Targeted,0,0,unknown,0
20210814SCDAH,2021,Summer,Darlington County School District Buses,Hartsville,SC,Neither,unknown,0,0,0
20210813NMWAA,2021,Fall,Washington Middle School,Albuquerque,NM,Victims Targeted,1,0,0,0
20210813GACAS,2021,Fall,Campbell High SChool,Smyrna,GA,Neither,0,0,unknown,0
20210812CANOS,2021,Fall,North Mountain Middle School,San Jacinto,CA,Neither,unknown,0,0,unknown
20210812GALIL,2021,Fall,Lithonia High School,Lithonia,GA,null,unknown,unknown,unknown,unknown
20210811COMAC,2021,Summer,Mark Twain Elementary School,Colorado Springs,CO,null,0,0,unknown,0
20210811CAOAO,2021,Fall,Oakland Tech High School,Oakland,CA,null,0,0,unknown,0
20210810OHEAC,2021,Summer,East Linden Elementary School,Columbus,OH,Random Shooting,0,0,0,0
20210807ORGIP,2021,Summer,Gilbert Heights Elementary School,Portland,OR,null,0,unknown,unknown,0
20210806LASTH,2021,Summer,St. Francis de Sales school,Houma,LA,Random Shooting,0,0,0,0
20210805GACHD,2021,Summer,Chapel Hill Middle School,Douglasville,GA,Neither,0,0,0,unknown
20210804ALBUM,2021,Summer,Burns Middle School,Mobile,AL,null,0,0,unknown,0
20210727WATYS,2021,Summer,Tyee High School,SeaTac,WA,null,0,0,unknown,0
20210721ILTHC,2021,Summer,Theodore Herzl Elementary School,Chicago,IL,null,0,0,unknown,0
20210719TXCAC,2021,Summer,Caldwell High School,Caldwell,TX,Random Shooting,0,0,0,0
20210718ARFOL,2021,Summer,Forest Park Elementary,Little Rock,AL,null,0,0,unknown,0
20210709KSCAW,2021,Summer,Campus High School,Wichita,KS,Random Shooting,0,0,0,0
20210708ILBEC,2021,Summer,Benito Juarez Community Academy,Chicago,IL,Both,0,0,unknown,0
20210704NYDRR,2021,Summer,Dr. Louis A. Cerulli School No. 34,Rochester,NY,null,0,0,unknown,0
20210628CASLF,2021,Summer,Slater Elementary School,Fresno,CA,Victims Targeted,0,0,unknown,0
20210624ILABR,2021,Summer,Abraham Lincoln Middle School,Rockford,IL,null,0,0,unknown,0
20210620CAGRM,2021,Summer,Modesto Christian School,Modesto,CA,Neither,0,0,0,0
20210614TXEAF,2021,Summer,Eastern Hills High School,Fort Worth,TX,Victims Targeted,0,0,0,0
20210614NCRJW,2021,Summer,R.J. Reynolds High School,Winston-Salem,NC,Both,0,1,0,0
20210614NCROR,2021,Summer,Rowland Middle School,Rowland,NC,null,0,0,unknown,0
20210613PAWIP,2021,Summer,William Dick School,Philadelphia,PA,Victims Targeted,0,0,unknown,0
20210613PAPAC,2021,Summer,Park Elementary School,Columbia,PA,Victims Targeted,0,0,0,0
20210612MOMCF,2021,Summer,McCluer North High School,Florissant,MO,Victims Targeted,unknown,0,0,0
20210610CTHOW,2021,Summer,Holy Cross High School,Waterbury,CT,Neither,0,0,0,0
20210609TXNOH,2021,Summer,North Forest High School,Houston,TX,Both,0,0,0,0
20210609VAWIR,2021,null,William Fleming High School,Roanoke,VA,null,0,0,unknown,0
20210608KSHAK,2021,Summer,Hazel Grove Elementary,Kansas City,KS,Victims Targeted,0,0,unknown,0
20210608PAMUS,2021,Summer,Musser Elementary School,Sharon,PA,Victims Targeted,0,0,unknown,0
20210607TXEAF,2021,null,Eastern Hills High School,Fort Worth,TX,Victims Targeted,0,0,unknown,0
20210606VADRA,2021,null,Dr. Charles R. Drew Elementary School,Arlington,VA,Random Shooting,0,0,unknown,0
20210601ILLIC,2021,Summer,Lincoln Park High School,Chicago,IL,null,unknown,0,unknown,0
20210525NJPAP,2021,Spring,Paterson School 6,Paterson,NJ,Random Shooting,0,0,unknown,0
20210517TNAUM,2021,Spring,Aurora Collegiate Academy,Memphis,TN,Victims Targeted,0,0,0,0
20210517MDLOC,2021,Spring,Long Reach High School,Columbia,MD,Victims Targeted,0,1,0,0
20210517TXBRE,2021,Spring,Brown Middle School,El Paso,TX,Both,unknown,0,0,unknown
20210514CASAS,2021,Spring,San Mateo High School,San Mateo,CA,Victims Targeted,0,0,unknown,0
20210511CAVEL,2021,Spring,Verbum Dei High School,Los Angeles,CA,Random Shooting,0,0,0,0
20210511NYPSB,2021,Spring,P.S. 178 Saint Clair Mckelway Grade School,Brooklyn,NY,Victims Targeted,0,0,unknown,0
20210506IDRIR,2021,Spring,Rigby Middle School,Rigby,ID,Both,unknown,0,0,1
20210506SCFOC,2021,Spring,Forest Lake Elementary,Columbia,SC,Random Shooting,0,0,0,0
20210505MICRC,2021,Spring,Crossroads Alternative High,Cutlerville,MI,Victims Targeted,0,0,unknown,0
20210505SCWAW,2021,Spring,Ware Shoals High School,Ware Shoals,SC,null,unknown,0,0,unknown
20210502ILCHC,2021,Spring,Chicago Bulls College Prep High School,Chicago,IL,Both,0,0,unknown,0
20210501MNBES,2021,Spring,Benjamin E Mays School,St. Paul,MN,Victims Targeted,0,0,unknown,0
20210430INMAI,2021,Spring,Mary Castle Elementary School,Indianapolis,IN,Victims Targeted,0,1,0,0
20210429NYURB,2021,Spring,Urban Dove Charter School,Brooklyn,NY,Victims Targeted,0,0,unknown,0
20210429CAVIV,2021,Spring,Victor Valley High School,Victorville,CA,Random Shooting,0,0,0,0
20210427TNLAM,2021,Spring,La Petite Academy,Memphis,TN,Random Shooting,0,0,0,0
20210427DESMS,2021,Spring,Smyrna Middle School,Smyrna,DE,Victims Targeted,0,1,0,0
20210426MNPLP,2021,Spring,Plymouth Middle School,Plymouth,MN,Random Shooting,unknown,0,0,unknown
20210420TXHAH,2021,Spring,Harker Heights High School,Harker Heights,TX,Victims Targeted,0,0,0,0
20210418OHWED,2021,Spring,Westwood Elementary School,Dayton,OH,Victims Targeted,0,0,unknown,0
20210413TNMAC,2021,Spring,Maury County Public Schools Bus No. 50,Columbia,TN,Victims Targeted,0,0,0,0
20210412TNAUK,2021,Spring,Austin-East Magnet High School,Knoxville,TN,Victims Targeted,0,1,0,0
20210412CASAS,2021,Spring,San Diego High School,San Diego,CA,Random Shooting,0,0,0,0
20210411INBIH,2021,Spring,Bishop Noll Institute,Hammond,IN,Victims Targeted,0,1,0,0
20210407ILPEP,2021,Spring,Peoria High School,Peoria,IL,Victims Targeted,unknown,0,unknown,0
20210406ILBAC,2021,Spring,Back of the Yards College Prep High School,Chicago,IL,Neither,0,0,0,0
20210401OKCLC,2021,Spring,Cleveland High School,Cleveland,OK,Neither,0,0,0,0
20210401ALSES,2021,Spring,Selma High School,Selma,AL,Victims Targeted,unknown,0,unknown,0
20210327MAPEC,2021,Spring,Peabody Elementary School,Cambridge,MA,Victims Targeted,0,unknown,unknown,0
20210326MOCAS,2021,Spring,Castlio Elementary School,St Charles,MO,Victims Targeted,0,0,0,0
20210324ORFOS,2021,Spring,Four Corners Elementary School,Salem,OR,Victims Targeted,0,0,0,0
20210319WVSPM,2021,Spring,Spring Mills Middle School,Martinsburg,WV,Random Shooting,unknown,0,0,0
20210318KYGRL,2021,Spring,Greenwood Elementary School,Louisville,KY,Neither,0,1,0,0
20210315INMEM,2021,Spring,Merrillville High School,Merrillville,IN,Victims Targeted,0,0,0,0
20210313TXLEA,2021,Spring,Lee Elementary School,Abilene,TX,Victims Targeted,0,unknown,unknown,0
20210311OHCIC,2021,Spring,Cincinnati College Preparatory Academy,Cincinnati,OH,Victims Targeted,0,0,unknown,0
20210309TNSAK,2021,Spring,Sarah Moore Greene Elementary,Knoxville,TN,Victims Targeted,0,unknown,unknown,0
20210309OHBIC,2021,Spring,Bishop Hartley High School,Columbus,OH,null,0,unknown,unknown,0
20210308SCEDC,2021,Spring,Chesterfield Elementary School,Chesterfield,SC,Victims Targeted,0,1,0,0
20210301ARWAP,2021,Spring,Watson Chapel Junior High,Pine Bluff,AR,Victims Targeted,0,0,0,0
20210226LAGEN,2021,null,George Washington Carver High School,New Orleans,LA,Random Shooting,0,0,0,0
20210224WAGAY,2021,Winter,Garfield Elementary School,Yakima,WA,Victims Targeted,0,0,1,0
20210222CAHOV,2021,Winter,Houston Elementary School,Visalia,CA,null,0,unknown,unknown,0
20210219ILLIR,2021,Winter,Lincoln Middle School,Rockford,IL,Victims Targeted,0,unknown,unknown,0
20210217TNKNK,2021,Winter,Christenberry Elementary School,Knoxville,TN,null,0,unknown,unknown,0
20210216NCTHS,2021,Winter,Third Creek Elementary School,Statesville,NC,null,0,0,0,0
20210214MNROM,2021,Winter,Roosevelt High School,Minneapolis,MN,Victims Targeted,0,unknown,unknown,0
20210210TXFOF,2021,Winter,Forest Oak Middle School,Fort Worth,TX,Victims Targeted,0,0,unknown,0
20210210NJSCP,2021,Winter,School Number 15,Paterson,NJ,Victims Targeted,0,unknown,unknown,0
20210210LASTS,2021,Winter,St. Martinville Head Start Center,St. Martinville,LA,Both,0,0,1,0
20210208MISCG,2021,Winter,School Bus,Grand Rapids,MI,Victims Targeted,0,0,unknown,0
20210205MDBEM,2021,Winter,Benjamin Stoddert Middle School,Marlow Heights,MD,Victims Targeted,0,0,unknown,0
20210201MIMUD,2021,Winter,Muslim American Youth Academy,Dearborn,MI,Victims Targeted,0,0,unknown,0
20210127FLHOH,2021,Winter,Holly Hill School,Holly Hill,FL,Victims Targeted,,0,unknown,1
20210127MSHAH,2021,Winter,Hattiesburg High School,Hattiesburg,MS,Random Shooting,0,0,0,
20210121OHEAC,2021,Winter,Eastmoor Academy,Columbus,OH,Both,0,0,unknown,0
20210121OKLOG,2021,Winter,Lower Elementary School,Grove,OK,Random Shooting,0,0,0,0
20210114MDHIW,2021,Winter,Highland Elementary School,Wheaton,MD,Victims Targeted,0,0,unknown,0
20210110ILSOS,2021,Winter,Southeast High School,Springfield,IL,Victims Targeted,0,unknown,unknown,0
20210104NYPEJ,2021,Winter,Perth Bible Church and Christian Academy,Johnstown,NY,Neither,0,0,0,0
20201229WAROS,2020,Winter,Rogers High School,Spokane,WA,Victims Targeted,0,0,unknown,0
20201225FLYOP,2020,Winter,Youth Under Construction Youth Center,Pompano Beach,FL,null,,0,unknown,0
20201216ILDUC,2020,Winter,Dubois Elementary School,Chicago,IL,Victims Targeted,0,0,unknown,0
20201211VATAY,2020,Winter,Tabb Middle School,Yorktown,VA,null,0,0,unknown,0
20201207ILEAC,2020,Winter,East Chicago Academy of Visual and Performing Arts,Chicago,IL,null,0,0,unknown,0
20201124NCHEH,2020,Fall,Hendersonville Middle School,Hendersonville,NC,Victims Targeted,,unknown,0,
20201125KSABG,2020,Fall,Abe Hubert Elementary School,Garden City,KS,Victims Targeted,0,1,0,0
20201117TXWEW,2020,Fall,Weatherford High School,Weatherford,TX,Victims Targeted,,0,0,0
20201117MTGRG,2020,null,Great Falls High School,Great Falls,MT,Neither,0,0,0,0
20201116TNWIM,2020,Fall,Winridge Elementary School,Memphis,TN,Victims Targeted,0,1,0,0
20201113NCLIL,2020,Fall,Lincoln Elementary School,Leland,NC,Random Shooting,0,0,0,0
20201112PANAH,2020,Fall,Nativity School of Harrisburg,Harrisburg,PA,null,0,0,unknown,0
20201112CACEU,2020,Fall,Cesar Chavez Middle School,Union City,CA,Victims Targeted,0,0,unknown,0
20201109CABAL,2020,Fall,Baldwin Elementary School,La Puente,CA,Victims Targeted,0,0,0,0
20201109TXCOH,2020,Fall,Collins Elementary School,Houston,TX,Victims Targeted,0,0,unknown,0
20201108INTET,2020,Fall,Terre Haute South Vigo High School,Terre Haute,IN,Victims Targeted,0,0,unknown,0
20201106AZKHT,2020,Fall,Khalsa Montessori Charter,Tuscon,AZ,Neither,0,0,0,0
20201102COERE,2020,Fall,Erie High School,Erie,CO,Neither,,0,0,0
20201029FLLAM,2020,Fall,Lawton Chiles Middle School,Miramar,FL,Victims Targeted,0,0,unknown,0
20201028NYROR,2020,Fall,Rochester Prep Charter School,Rochester,NY,Victims Targeted,0,0,unknown,0
20201026GARIR,2020,Fall,Riverdale High School,Riverdale,GA,Victims Targeted,0,0,0,0
20201024CTSTS,2020,Fall,Stillwater Elementary School,Stamford,CT,null,0,unknown,unknown,0
20201020ARJAP,2020,Fall,Jack Robey Junior High School,Pine Bluff,AR,Victims Targeted,0,0,1,0
20201018KYSEL,2020,Fall,Seneca High School,Louisville,KY,null,0,0,unknown,0
20201014PABRB,2020,Fall,Bradford Area School District,Bradford,PA,Neither,0,0,0,0
20201014WAWAS,2020,Fall,Washington Elementary School,Sunnyside,WA,Victims Targeted,0,0,0,0
20201013RIRHP,2020,Fall,Rhode Island School for the Deaf ,Providence,RI,Victims Targeted,0,0,unknown,0
20201012TXNOD,2020,Fall,North Dallas High School,Dallas,TX,Victims Targeted,0,0,0,0
20201012MNSHS,2020,Fall,Shakopee High School,Shakopee,MN,Neither,0,0,0,0
20201009FLJEJ,2020,Fall,Jean Ribault High School,Jacksonville,FL,Random Shooting,0,0,0,0
20201005OKSOM,2020,Fall,Southridge Junior High,Moore,OK,null,,0,0,0
20201005ARKIH,2020,Fall,KIPP Delta Elementary School,West Helena,AR,Victims Targeted,0,1,0,0
20201004NEADL,2020,Fall,AdamÆs Elementary School,Lincoln,NE,Neither,0,0,unknown,0
20201002PAMAE,2020,Fall,Marple-Newtown School Bus,Exton,PA,Neither,0,0,0,0
20200930CADYL,2020,Fall,Dymally High School,Los Angeles,CA,Victims Targeted,0,0,unknown,0
20200928CTEAN,2020,Fall,East Rock Community Magnet School,New Haven,CT,Victims Targeted,0,0,unknown,0
20200925ILROR,2020,Fall,Rock Island Academy,Rock Island,IL,null,0,0,unknown,0
20200925NJHAH,2020,Fall,Haledon Public School,Haledon,NJ,null,0,unknown,unknown,0
20200924ILMCS,2020,Fall,McClernand Elementary School,Springfield,IL,Neither,0,0,0,0
20200924CAWAC,2020,Fall,Walt Hanline Middle School,Ceres,CA,Neither,0,0,unknown,0
20200923FLHIJ,2020,Fall,Highlands Middle School,Jacksonville,FL,Neither,0,0,0,0
20200923PAWIW,2020,Fall,William Tennent High School,Warminster,PA,Victims Targeted,0,0,0,0
20200921CAPLP,2020,Fall,Pleasant Hill Elementary School,Pleasant Hill,CA,Neither,0,0,0,0
20200920UTLIS,2020,Fall,Liberty Elementary School,Salt Lake City,UT,null,0,0,unknown,0
20200919CAKRS,2020,null,Krouzian Zekarian Vasbouragan Armenian School,San Francisco,CA,Neither,0,0,unknown,0
20200918KYWIL,2020,Fall,Winburn Middle School,Lexington,KY,null,0,0,unknown,0
20200917OHELA,2020,Fall,Ellet High School,Akron,OH,Both,0,0,unknown,0
20200917ORDRP,2020,Fall,Dr. Martin Luther King Jr. Elementary School,Portland,OR,null,0,0,unknown,0
20200916CASOS,2020,Fall,Sonora High School,Sonora,CA,Victims Targeted,0,0,unknown,0
20200916WAARG,2020,Fall,Artondale Elementary School,Gig Harbor,WA,Victims Targeted,0,0,0,0
20200915UTVIB,2020,Fall,Viewmont High School,Bountiful,UT,Neither,0,0,0,0
20200915SCYOR,2020,Fall,York County School Bus,Rock Hill,SC,Neither,0,0,0,0
20200910ILPEP,2020,Fall,Peoria Public Schools Bus,Peoria,IL,Victims Targeted,0,0,unknown,0
20200910OHSAC,2020,Fall,Saint Francis DeSales High School,Columbus,OH,Both,0,0,unknown,0
20200909TXSOH,2020,Fall,Southmayd Elementary School,Houston,TX,Victims Targeted,0,0,1,0
20200909PAWEW,2020,Fall,West Bradford Elementary School,West Bradford Township,PA,Victims Targeted,0,0,0,0
20200904FLLOJ,2020,Fall,Lone Star Elementary School,Jacksonville,FL,null,0,0,0,0
20200903GADOA,2020,Fall,Dougherty Comprehensive High School,Albany,GA,Victims Targeted,0,0,unknown,0
20200830TXLOD,2020,Summer,L.O. Donald Leadership Academy,Dallas,TX,Victims Targeted,0,0,0,0
20200825MOWEC,2020,Summer,West Middle School,Columbia,MO,null,0,0,unknown,0
20200817MIABG,2020,Summer,Aberdeen K-8 School,Grand Rapids,MI,null,0,0,unknown,0
20200804PAKEP,2020,Summer,Kelly Elementary School,Pittsburg,PA,Victims Targeted,0,0,0,0
20200729ILCOC,2020,null,Collinsville High School,Collinsville,IL,Neither,,0,unknown,0
20200727AZCAO,2020,Summer,Canyon del Oro High School,Oro Valley,AZ,Neither,0,0,0,0
20200721SCBRO,2020,Summer,Brookdale Elementary School,Orangeburg,SC,null,0,0,unknown,0
20200714MIWID,2020,Summer,Willow Woods Elementary School,Detroit,MI,Neither,0,0,0,0
20200704INLAM,2020,Summer,Lake Hills Elementary School,Michigan City,IN,Victims Targeted,0,0,0,0
20200701ILFRP,2020,Summer,Frost Elementary School,Prospect Heights,IL,null,0,0,1,0
20200630OHLAW,2020,Summer,Lakota Career Readiness Academy,West Chester Township,OH,Neither,0,0,0,0
20200627VAHAS,null,null,null,null,null,null,unknown,unknown,unknown,unknown
null,null,null,South Boston,VA,null,null,0,unknown,0,
20200621INCOC,2020,Summer,Columbus East High School,Columbus,IN,Neither,0,0,0,0
20200618INJOI,2020,Summer,Joyce Kilmer School 69,Indianapolis,IN,null,0,0,unknown,0
20200616FLTOM,2020,Summer,Touissant Louverture Elementary School,Miami,FL,null,0,0,1,0
20200603IAGAD,2020,Summer,Garfield Elementary School,Davenport,IA,Victims Targeted,0,0,unknown,0
20200527OHLUC,2020,Spring,Luis Munoz Marin Middle School,Cleveland,OH,Victims Targeted,0,0,0,0
20200525ALORM,2020,Spring,O Rourke Elementary School,Mobile,AL,Victims Targeted,0,0,0,0
20200522OHMIC,2020,Spring,Miles Elementary School,Cleveland,OH,Victims Targeted,0,0,unknown,0
20200519VAWEM,2020,Spring,West Gate Elementary School,Manassas,VA,Victims Targeted,0,0,0,0
20200515NCSTC,2020,Spring,Stuart W Cramer High School,Cramerton,NC,Random Shooting,0,0,1,0
20200505CAGOV,2020,Spring,Golden West High School,Visalia,CA,null,0,0,unknown,0
20200419NCABR,2020,Spring,Abbotts Creek Elementary School,Raleigh,NC,Victims Targeted,0,0,0,0
20200413NEMOO,2020,Spring,Morton Middle School,Omaha,NE,null,0,0,0,0
20200330GANAS,2020,Spring,Narvie J. Harris Elementary School,Stonecrest,GA,Victims Targeted,0,0,0,0
20200324LAROM,2020,Spring,Roy Shelling Elementary School,Monroe,LA,Victims Targeted,0,0,1,0
20200318LABOS,2020,Spring,Booker T. Washington High School,Shreveport,LA,Victims Targeted,0,0,0,0
20200315TXATH,2020,Spring,Atascocita High School,Humble,TX,Victims Targeted,0,0,0,0
20200313TNPIR,2020,Spring,Pine View Elementary,Rockwood,TN,Neither,N/A,N/A,N/A,N/A
20200310PASHN,2020,Spring,Shenango Area Schools (bus),New Castle,PA,null,0,0,0,0
20200305FLSAW,2020,Spring,Sagemont School,Weston,FL,Random Shooting,0,0,0,0
20200302TXNOF,2020,Spring,North Forney High School,Forney,TX,Neither,0,0,0,0
20200221NMCEA,2020,Winter,Cesar Chavez Community School,Albuquerque,NM,Victims Targeted,0,0,unknown,0
20200215DCDUW,2020,Winter,Dunbar High School,Washington,DC,null,0,0,unknown,0
20200212MOJOF,2020,Winter,Johnson-Wabash Elementary School,Ferguson,MO,Victims Targeted,unknown,0,0,0
20200205NHSEC,2020,Winter,Second Start Alternative High School,Concord,NH,Victims Targeted,,0,0,0
20200204LABEA,2020,Winter,Beau Chene High School,Arnaudville,LA,Neither,0,0,1,0
20200203FLGEJ,2020,Winter,George Washington Carver Elementary School,Jacksonville,FL,null,0,0,unknown,0
20200201TXHIH,2020,Winter,Hicks Elementary School,Houston,TX,Victims Targeted,0,0,0,0
20200131CADEA,2020,Winter,Deer Valley High School,Antioch,CA,null,0,0,0,0
20200128TXLUL,2020,Winter,Lufkin Middle School,Lufkin,TX,Victims Targeted,0,0,1,0
20200128TNWHM,2020,Winter,White Station High School,Memphis,TN,Both,0,0,0,0
20200128NYMAQ,2020,Winter,Martin Van Buren High School,Queens,NY,null,0,0,0,0
20200127WAROY,2020,Winter,Robertson Elementary School,Yakima,WA,Victims Targeted,0,0,1,0
20200123CAOXO,2020,Winter,Oxnard's Christa McAuliffe Elementary School,Oxnard,CA,Random Shooting,N/A,unknown,1,0
20200121NEPAL,2020,Winter,Park Middle School,Lincoln,NE,Neither,0,0,0,0
20200121ILLIC,2020,Winter,Lindblom Math & Science Academy High School,Chicago,IL,Victims Targeted,0,0,0,0
20200119TXNOF,2020,Winter,North Crowley Ninth Grade Campus,Fort Worth,TX,Both,0,0,0,0
